"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","AUDIOBOOK","2020","1","3","Abide With Me: A Novel (unabridged) (Unabridged)","Elizabeth Strout","Fiction, Literature","Books on Tape","2008"
"Physical","Horizon","BOOK","2020","1","1","What's so bad about being an only child? / Cari Best ; pictures by Sophie Blackall.","Best, Cari","Only child Juvenile fiction, Family life Fiction, Pets Fiction","Farrar, Straus and Giroux,","2007."
"Physical","Horizon","BOOK","2020","1","1","C programming in easy steps / Mike McGrath.","McGrath, Mike, 1956-","C Computer program language","In Easy Steps,","2018."
"Physical","Horizon","BOOK","2020","1","2","Quick & easy paleo comfort foods : 100+ delicious gluten-free recipes / Julie and Charles Mayfield ; foreword by Robb Wolf ; photography by Mark Adams.","Mayfield, Julie","Gluten free diet Recipes, Gluten free foods, Prehistoric peoples Food, Quick and easy cooking, Cookbooks","William Morrow,","[2016]"
"Digital","OverDrive","EBOOK","2020","1","4","The Inquisitor's Tale: Or, The Three Magical Children and Their Holy Dog","Adam Gidwitz","Historical Fiction, Juvenile Fiction, Juvenile Literature","Penguin Group (USA), Inc.","2016"
"Physical","Horizon","BOOK","2020","1","10","Part-time mermaid / Deborah Underwood ; illustrated by Cambria Evans.","Underwood, Deborah","Mermaids Juvenile fiction, Bedtime Juvenile fiction, Picture books","Disney Hyperion,","2018."
"Physical","Horizon","BOOK","2020","1","5","Racing in the rain : my life as a dog / Garth Stein.","Stein, Garth","Dogs Fiction, Human animal relationships Juvenile fiction, Automobile racing drivers Juvenile fiction, Friendship Fiction","Harper,","2011."
"Physical","Horizon","SOUNDDISC","2020","1","2","A thousand splendid suns / Khaled Hosseini.","Hosseini, Khaled","Families Fiction, Afghanistan Fiction, Historical fiction, Audiobooks","Simon & Schuster Audio,","℗2007."
"Physical","Horizon","BOOK","2020","1","1","The prophetess : Deborah's story / Jill Eileen Smith.","Smith, Jill Eileen, 1958-","Deborah Biblical judge Fiction, Bible Old Testament History of Biblical events Fiction, Women in the Bible Fiction, Bible fiction","Revell, a division of Baker Publishing Group,","[2016]"
"Digital","OverDrive","EBOOK","2020","1","1","The Year's Best Science Fiction, Third Annual Collection","Gardner Dozois","Fiction, Science Fiction, Short Stories","Macmillan Publishers","2013"
"Physical","Horizon","BOOK","2020","1","1","Only the dead know Burbank : a novel / Bradford Tatum.","Tatum, Bradford, 1965 March 29-","Motion picture industry California Los Angeles History 20th century Fiction, Motion pictures California Los Angeles History 20th century Fiction, Motion picture actors and actresses Fiction, Horror films Fiction, Immortality Fiction, Hollywood Los Angeles Calif Fiction, Fantasy fiction, Paranormal fiction, Horror fiction","Harper Perennial,","[2016]"
"Physical","Horizon","BOOK","2020","1","5","The Bogleheads' guide to the three-fund portfolio : how a simple portfolio of three total market index funds outperforms most investors with less risk / Taylor Larimore ; [foreword by John C. Bogle].","Larimore, Taylor, 1924-","Bogle John C, Investments, Portfolio management","John Wiley & Sons, Inc.,","[2018]"
"Digital","OverDrive","EBOOK","2020","1","1","Breaker's Passion","Julie Cannon","Fiction, Literature, Romance","Bold Strokes Books, Inc.","2018"
"Digital","OverDrive","EBOOK","2020","1","1","Sanford Meisner on Acting","Sanford Meisner","Nonfiction, Performing Arts","Random House, Inc.","2019"
"Digital","OverDrive","EBOOK","2020","1","1","Lethal Rider: Lords of Deliverance Series, Book 3","Larissa Ione","Fantasy, Fiction, Romance","Hachette Digital, Inc.","2013"
"Digital","OverDrive","AUDIOBOOK","2020","1","2","Tía Lola Stories: How Tía Lola Came to (Visit) Stay and How Tía Lola Learned to Teach (unabridged) (Unabridged)","Julia Alvarez","Humor (Fiction), Young Adult Fiction","Books on Tape","2010"
"Digital","OverDrive","AUDIOBOOK","2020","1","3","Cross Her Heart: A Novel (unabridged) (Unabridged)","Sarah Pinborough","Fiction, Mystery, Suspense, Thriller","HarperCollins Publishers Inc.","2018"
"Digital","OverDrive","EBOOK","2020","1","3","American Tropic","Thomas Sanchez","Fiction, Literature, Suspense","Random House, Inc.","2013"
"Physical","Horizon","BOOK","2020","1","1","The infancy of Nazism : the memoirs of ex-Gauleiter Albert Krebs, 1923-1933 / edited and translated by William Sheridan Allen.","Krebs, Albert, 1899-1974","Krebs Albert 1899 1974, Nationalsozialistische Deutsche Arbeiter Partei, Germany Politics and government 1918 1933","New Viewpoints,","1976."
"Digital","OverDrive","EBOOK","2020","1","4","The Skinnytaste Air Fryer Cookbook: The 75 Best Healthy Recipes for Your Air Fryer","Gina Homolka","Cooking & Food, Nonfiction","Random House, Inc.","2019"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","House Blood: Joe DeMarco Series, Book 7 (unabridged) (Unabridged)","Mike Lawson","Fiction, Suspense, Thriller","Blackstone Audio, Inc.","2012"
"Physical","Horizon","BOOK","2020","1","1","Glamping with MaryJane : glamour + camping / MaryJane Butters.","Butters, MaryJane, 1953-","Camping, Outdoor cooking, Handicraft","Gibbs Smith,","[2012]"
"Physical","Horizon","BOOK","2020","1","4","The narrow corridor : states, societies, and the fate of liberty / Daron Acemoglu and James A. Robinson.","Acemoglu, Daron","Liberty, State The, Power Social sciences Political aspects, Direct democracy, Decentralization in government, Executive power, Violence Political aspects","Penguin Press,","2019."
"Digital","OverDrive","AUDIOBOOK","2020","1","5","The Killing Dance: Anita Blake, Vampire Hunter Series, Book 6 (unabridged) (Unabridged)","Laurell K. Hamilton","Fantasy, Fiction, Romance","Books on Tape","2010"
"Physical","Horizon","BOOK","2020","1","1","Los Tejanos ; and, Lost cause / [by Jack Jackson] ; introduction by Ron Hansen.","Jackson, Jack, 1941-2006","Segu¡n Juan Nepomuceno 1806 1890 Comic books strips etc, Hardin John Wesley 1853 1895 Comic books strips etc, Reconstruction U S history 1865 1877 Texas Comic books strips etc, Comic books strips etc United States, Texas History 19th century Comic books strips etc, Texas History Revolution 1835 1836 Comic books strips etc, Graphic novels, Comics Graphic works, Nonfiction comics","Fantagraphics Books ; [Turnaround [distributor],","[2012]"
"Digital","OverDrive","EBOOK","2020","1","3","Ghouls Gone Wild: Ghost Hunter Mystery Series, Book 4","Victoria Laurie","Fiction, Mystery","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","EBOOK","2020","1","9","How Will You Measure Your Life?","Clayton M. Christensen","Business, Nonfiction","HarperCollins Publishers Inc.","2012"
"Digital","OverDrive","EBOOK","2020","1","1","Unbelievable: My Front-Row Seat to the Craziest Campaign in American History","Katy Tur","Biography & Autobiography, Nonfiction, Politics","HarperCollins Publishers Inc.","2017"
"Physical","Horizon","BOOK","2020","1","1","How NASA builds teams : mission critical soft skills for scientists, engineers, and project teams / Charles J. Pellerin.","Pellerin, Charles J. (Charles James), 1944-","United States National Aeronautics and Space Administration, Teams in the workplace, Soft skills","John Wiley & Sons,","[2009]"
"Digital","OverDrive","AUDIOBOOK","2020","1","2","The Son (Unabridged)","Philipp Meyer","Fiction, Literature","HarperCollins Publishers Inc.","2013"
"Physical","Horizon","BOOK","2020","1","1","Seven stones to stand or fall : a collection of Outlander fiction / Diana Gabaldon.","Gabaldon, Diana","Fraser Jamie Fictitious character from Gabaldon Fiction, Time travel Fiction, World War 1939 1945 Fiction, Highlands Scotland Fiction, Great Britain History 18th century Fiction, Historical fiction American, Fantasy fiction American, Large type books, Short stories, Fantasy fiction, Action and adventure fiction, Historical fiction","Center Point Large Print,","2017."
"Physical","Horizon","BOOK","2020","1","1","The Revolutionary war : an interactive history adventure / by Elizabeth Raum.","Raum, Elizabeth","United States History Revolution 1775 1783 Juvenile literature","Capstone Press,","[2016]"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","President of the Whole Sixth Grade: Brianna Justice Series, Book 2 (unabridged) (Unabridged)","Sherri Winston","Juvenile Fiction, Juvenile Literature, Mythology","Hachette Audio","2018"
"Physical","Horizon","SOUNDDISC","2020","1","1","The original hits / Sylvester.","Sylvester, 1947-1988","Popular music 1971 1980, Popular music 1981 1990, Disco music","Fantasy,","[1989]"
"Physical","Horizon","BOOK","2020","1","1","Dragon cauldron / Laurence Yep.","Yep, Laurence, 1948-","Dragons Juvenile fiction, Fantasy","HarperCollins Publishers,","[1991]"
"Physical","Horizon","BOOK","2020","1","1","One last breath / Lisa Jackson, Nancy Bush.","Jackson, Lisa","Murderers Fiction, Washington State Fiction, Runaway wives Fiction, Large type books, Mystery fiction, Suspense fiction, Psychological fiction, Thrillers Fiction","Center Point Large Print,","2018."
"Physical","Horizon","BOOK","2020","1","5","Sweet dreams : bedtime visualizations for kids / written by Mariam Gates ; illustrated by Leigh Standley.","Gates, Mariam","Sleep Juvenile literature, Children Sleep Juvenile literature, Bedtime Juvenile literature","Sounds True,","2019."
"Physical","Horizon","BOOK","2020","1","1","University Book Store : a centennial pictorial / [written by Paul Dorpat].","Dorpat, Paul","University Book Store Seattle Wash History, College stores Washington State Seattle History","Arctic Printing and Graphics,","[2000]"
"Physical","Horizon","BOOK","2020","1","4","Coding games in Scratch / Jon Woodcock.","Woodcock, Jon","Scratch Computer program language Juvenile literature, Computer games Programming Juvenile literature","DK,","2016."
"Physical","Horizon","BOOK","2020","1","1","Sign, image, symbol.","Kepes, Gyorgy, 1906-2001","Art Technique, Composition Art, Symbolism in art","G. Braziller,","[1966]"
"Physical","Horizon","BOOK","2020","1","1","The glass rainbow / James Lee Burke.","Burke, James Lee, 1936-","Robicheaux Dave Fictitious character Fiction, Police Louisiana New Iberia Fiction, Large type books, New Iberia La Fiction, Detective and mystery fiction","Wheeler Pub.,","2010."
"Physical","Horizon","VIDEODISC","2020","1","4","Ten days in the valley / Skydance International ; Uncharted ; Cameron Pictures ; producer, Chris Roberts, Kat Landsberg ; writers, Tassie Cameron ... [and others] ; directors, Carl Franklin ... [and others].",,"Kidnapping victims Drama, Mothers and daughters Drama, Single mothers Drama, Television mini series, Thrillers Television programs, Fiction television programs, Video recordings for the hearing impaired","Lions Gate Entertainment,","[2018]"
"Physical","Horizon","VIDEODISC","2020","1","1","Happy days. The fifth season / CBS Television Distribution.",,"High school students Wisconsin Milwaukee Drama, Drive in restaurants Wisconsin Milwaukee Drama, Friendship Wisconsin Milwaukee Drama, Families Wisconsin Milwaukee Drama, Television series, Television comedies, Fiction television programs, Video recordings for the hearing impaired","CBS : Paramount,","[2014]"
"Physical","Horizon","VIDEODISC","2020","1","4","Commissario Brunetti. Episodes 9 & 10 / eine teamWorx produktion (ep. 9) ; Objectiv Film (ep. 10) ; ARD Degeto.",,"Brunetti Guido Fictitious character Drama, Police Italy Venice Drama, Murder Italy Venice Drama, Extortion Italy Venice Drama, Military education Drama, Political corruption Drama, Venice Italy Drama, Detective and mystery television programs, Television series, Fiction television programs","Bavaria Media ; MHz Networks Home Entertainment,","[2011, p2005]"
"Physical","Horizon","BOOK","2020","1","2","Martin Luther King, Jr., the last interview : and other conversations / Martin Luther King, Jr.","King, Martin Luther, Jr., 1929-1968,","King Martin Luther Jr 1929 1968 Interviews, King Martin Luther Jr 1929 1968 Political and social views, African American civil rights workers Interviews, Civil rights workers United States Interviews, Baptists United States Clergy Interviews, African Americans Civil rights History 20th century Sources, Civil rights movements United States History 20th century Sources, United States Race relations History 20th century Sources, Interviews","Melville House,","[2017]"
"Physical","Horizon","BOOK","2020","1","8","Good day, good night / by Margaret Wise Brown ; pictures by Loren Long.","Brown, Margaret Wise, 1910-1952,","Rabbits Juvenile fiction, Bedtime Juvenile fiction, Stories in rhyme, Picture books","Harper, an imprint of HarperCollinsPublishers,","[2017]"
"Physical","Horizon","BOOK","2020","1","1","Tiger & Bunny. 1 / art by Mizuki Sakakibara ; planning/story, Sunrise ; original script, Masafumi Nishida ; original character and hero design, Masakazu Katsura ; translation & English adaptation, Labaamen & John Werry ; touch-up art & lettering, Stephan Dutro.","Sakakibara, Mizuki","Superheroes Comic books strips etc, Reality television programs Comic books strips etc, Comic books strips etc Japan Translations into English, Graphic novels","VIZ Media,","[2013]"
"Physical","Horizon","BOOK","2020","1","1","Exoplanets : diamond worlds, super Earths, pulsar planets, and the new search for life beyond our solar system / Michael Summers, James Trefil.","Summers, Michael, 1954-","Extrasolar planets, Planets, Life on other planets, Extraterrestrial beings","Smithsonian Books,","[2017]"
"Digital","OverDrive","EBOOK","2020","1","2","The Memoirs of Two Young Wives","Honore de Balzac","Fiction, Literature","Random House, Inc.","2018"
"Digital","OverDrive","AUDIOBOOK","2020","1","7","Everything Here Is Beautiful (Unabridged)","Mira T. Lee","Fiction, Literature","Books on Tape","2018"
"Digital","OverDrive","EBOOK","2020","1","2","Effortless Mind: Meditate with Ease — Calm Your Mind, Connect with Your Heart, and Revitalize Your Life","Ajayan Borys","New Age, Nonfiction","New World Library","2013"
"Physical","Horizon","BOOK","2020","1","45","Amulet. Book seven, Firelight / Kazu Kibuishi.","Kibuishi, Kazu, 1978-","Brothers and sisters Comic books strips etc, Supernatural Comic books strips etc, Elves Comic books strips etc, Cartoons and comics, Graphic novels, Comics Graphic works","Graphix,","2016."
"Physical","Horizon","BOOK","2020","1","1","Civil War II. Choosing sides / writers, Declan Shalvey [and others] ; artists, Declan Shalvey [and others] .",,"Avengers Fictitious characters Comic books strips etc, Superheroes Comic books strips etc, Comics Graphic works","Marvel Enterprises,","2016."
"Digital","OverDrive","EBOOK","2020","1","3","Mistral's Kiss: Merry Gentry Series, Book 5","Laurell K. Hamilton","Fantasy, Fiction","Random House, Inc.","2009"
"Physical","Horizon","BOOK","2020","1","4","Women who dared : 52 stories of fearless daredevils, adventurers & rebels / Linda Skeers ; illustrated by Livi Gosling.","Skeers, Linda","Women daredevils Biography Juvenile literature, Women adventurers Biography Juvenile literature, Adventure and adventurers Biography Juvenile literature, Women heroes Biography Juvenile literature, Dissenters Biography Juvenile literature, Women Biography Juvenile literature, Adventure and adventurers, Dissenters, Women, Women adventurers, Women daredevils, Women heroes","Sourcebooks, Inc.,","[2017]"
"Physical","Horizon","BOOK","2020","1","4","What is climate change? / by Gail Herman ; illustrated by John Hinderliter.","Herman, Gail, 1959-","Climatic changes Juvenile literature, Global warming Juvenile literature","Penguin Workshop, an imprint of Penguin Random House,","[2018]"
"Physical","Horizon","BOOK","2020","1","2","Brave face : a memoir / Shaun David Hutchinson.","Hutchinson, Shaun David","Hutchinson Shaun David, Suicidal behavior Patients Biography, Self destructive behavior, Manic depressive illness, Gays Biography, Autobiographies","Simon Pulse, an imprint of Simon & Schuster Children's Publishing Division,","2019."
"Digital","OverDrive","AUDIOBOOK","2020","1","101","Gone Girl: A Novel (unabridged) (Unabridged)","Gillian Flynn","Fiction, Mystery, Suspense, Thriller","Books on Tape","2012"
"Physical","Horizon","VIDEODISC","2020","1","2","Yoga for your eyes / executive producer, Tami Simon ; producer, Barbara Groth ; co-producer, Kelly Holland.",,"Orthoptics, Visual training, Vision, Yoga Therapeutic use, Instructional films, Nonfiction films","Sounds True,","[2008]"
"Physical","Horizon","BOOK","2020","1","1","Wedding traditions : here comes the bride / Joanne Dubbs Ball & Caroline Torem-Craig.","Ball, Joanne Dubbs","Marriage customs and rites, Weddings Equipment and supplies, Wedding costume","Antique Trader Books,","[1997]"
"Physical","Horizon","BOOK","2020","1","11","Home / Toni Morrison.","Morrison, Toni","African Americans Fiction, African American veterans Fiction, Brothers and sisters Fiction, Veterans Fiction, Quests Expeditions Fiction, Racism Fiction, Korean War 1950 1953 Veterans Fiction, Georgia Fiction, Historical fiction","Alfred A. Knopf,","2012."
"Digital","OverDrive","EBOOK","2020","1","4","Annex: The Violet Wars Series, Book 1","Rich Larson","Fiction, Science Fiction","Hachette Digital, Inc.","2018"
"Physical","Horizon","BOOK","2020","1","65","The library book / Susan Orlean.","Orlean, Susan","Los Angeles Public Library Central Library Fire 1986, Los Angeles Public Library Central Library History, Public libraries California Los Angeles History, Library buildings Fires and fire prevention California Los Angeles, Fires California Los Angeles, Arson California Los Angeles History 20th century","Simon & Schuster,","2018."
"Digital","OverDrive","AUDIOBOOK","2020","1","2","The Cove (Unabridged)","Ron Rash","Fiction, Literature, Romance, Suspense","Dreamscape Media, LLC","2012"
"Digital","OverDrive","EBOOK","2020","1","3","Cooking for Jeffrey: A Barefoot Contessa Cookbook","Ina Garten","Cooking & Food, Nonfiction","Random House, Inc.","2016"
"Physical","Horizon","BOOK","2020","1","7","Hey, Al / Story by Arthur Yorinks ; pictures by Richard Egielski.","Yorinks, Arthur","Birds Juvenile fiction, Dogs Juvenile fiction, Birds Fiction, Dogs Fiction","Farrar, Straus and Giroux,","2012, ©1986."
"Digital","OverDrive","EBOOK","2020","1","3","The True Bastards: The Lot Lands Series, Book 2","Jonathan French","Fantasy, Fiction","Random House, Inc.","2019"
"Physical","Horizon","BOOK","2020","1","7","Jar city : a Reykjavik thriller / Arnaldur Indriðason ; translated from the Icelandic by Bernard Scudder.","Arnaldur Indriðason, 1961-","Erlendur Sveinsson Fictitious character Fiction, Murder Investigation Iceland Reykjav¡k Fiction, Cold cases Criminal investigation Fiction, Police Iceland Reykjav¡k Fiction, Reykjav¡k Iceland Fiction, Mystery fiction","Picador/Thomas Dunne Books,","2006."
"Physical","Horizon","BOOK","2020","1","9","A plan for Pops / Heather Smith and Brooke Kerrigan.","Smith, Heather, 1968-","Families Juvenile fiction, Grandparents Juvenile fiction, Picture books","Orca Book Publishers,","2019."
"Physical","Horizon","VIDEODISC","2020","1","3","Naruto shippūden. DVD set twenty / animation production, Studio Pierrot ; scripts, Masahiro Hikokubo ; series director, Hayato Date ; English production by Viz Media LLC.",,"Ninja Drama, Martial arts Drama, Heroes Drama, Villages Japan Drama, Anime, Fantasy television programs, Action and adventure television programs, Television series, Fiction television programs","[Publisher not identified],","[2014]"
"Physical","Horizon","BOOK","2020","1","2","Northern knits : designs inspired by the knitting traditions of Scandinavia, Iceland, and the Shetland Isles / Lucinda Guy.","Guy, Lucinda","Knitting Patterns, Knitting Scandinavia, Knitting Iceland, Knitting Scotland Shetland, Knitwear Design Themes motives, Wool fabrics","Interweave Press,","[2010]"
"Digital","OverDrive","AUDIOBOOK","2020","1","24","The Burning White: Lightbringer Series, Book 5 (unabridged) (Unabridged)","Brent Weeks","Fantasy, Fiction, Historical Fiction, Thriller","Blackstone Audio, Inc.","2019"
"Physical","Horizon","MUSIC","2020","1","1","Kids' songs.",,"Childrens songs, Piano music Simplified editions, Childrens songs Vocal scores with piano, Songs, Scores","Hal Leonard,","[2017]"
"Digital","OverDrive","EBOOK","2020","1","1","Atlantic: Great Sea Battles, Heroic Discoveries, Titanic Storms, and a Vast Ocean of a Million Stories","Simon Winchester","History, Nonfiction","HarperCollins Publishers Inc.","2010"
"Digital","OverDrive","EBOOK","2020","1","2","57 Fun Recipes Kids Will Love to Make (and Eat!)","Deanna F. Cook","Cooking & Food, Crafts, Juvenile Nonfiction","Workman Publishing","2015"
"Digital","OverDrive","EBOOK","2020","1","41","The Mother-in-Law: A Novel","Sally Hepworth","Fiction, Literature, Thriller","Macmillan Publishers","2019"
"Digital","OverDrive","AUDIOBOOK","2020","1","4","The Charles Dickens BBC Radio Drama Collection--The Later Years: Eight BBC Radio full-cast dramatisations (unabridged) (Unabridged)","Charles Dickens","Classic Literature, Fiction","Random House Group Limited","2019"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","The Strangers on Montagu Street: Tradd Street Series, Book 3 (unabridged) (Unabridged)","Karen White","Fantasy, Fiction, Mystery, Romance","Listen & Live Audio, Inc.","2012"
"Physical","Horizon","BOOK","2020","1","2","The eighth sister / Robert Dugoni.","Dugoni, Robert","United States Central Intelligence Agency Officials and employees Fiction, Undercover operations Fiction, Assassins Fiction, Large type books, Moscow Russia Fiction, Spy fiction, Thrillers Fiction","Center Point Large Print,","2019."
"Physical","Horizon","BOOK","2020","1","1","The selected works of Abdullah the Cossack : a novel / H.M. Naqvi.","Naqvi, H. M.","Karachi Pakistan Fiction, Older men Fiction","Black Cat, an imprint of Grove Atlantic,","2019."
"Physical","Horizon","VIDEODISC","2020","1","2","Drumline / Fox 2000 Pictures ; produced by Wendy Finerman, Timothy M. Bourne, Jody Gerson ; story by Shawn Schepps ; screenplay by Tina Gordon Chism and Shawn Schepps ; directed by Charles Stone III.",,"Drummers Musicians Drama, College students Drama, Marching bands Drama, Marching percussion Drama, Feature films, Musical films, Fiction films, Video recordings for the hearing impaired, Comedy films","Distributed by 20th Century Fox Home Entertainment,","[2008]"
"Physical","Horizon","BOOK","2020","1","1","Textiles : the art of mankind / Mary Schoeser.","Schoeser, Mary","Textile fabrics History, Textile design History, Textile fabrics Pictorial works","Thames & Hudson Ltd.,","2012."
"Digital","OverDrive","EBOOK","2020","1","1","Promise Not to Tell: A Novel","Jennifer McMahon","Fiction, Mystery, Suspense","HarperCollins Publishers Inc.","2014"
"Physical","Horizon","BOOK","2020","1","4","Colores = Colors / Sara Anderson.","Anderson, Sara","Colors Juvenile literature, Vocabulary Juvenile literature, Color, Spanish language materials Bilingual","Sara Anderson Children's Books,","[2015]"
"Physical","Horizon","BOOK","2020","1","1","Ikimono no fushigi na ohanashi. Naze dōshite hen / Shizen shigakukai rengM, kanshk ; domo no kagaku henshk-bu, hen.",,"Animals Juvenile literature, Japanese language materials, Seibutsu","Seibundōshinkōsha,","2019."
"Physical","Horizon","BOOK","2020","1","2","Dark dawn over Steep House / M.R.C. Kasasian.","Kasasian, M. R. C. (Martin R. C.)","Grice Sidney Fictitious character Fiction, Private investigators England London Fiction, London England History 19th century Fiction, Detective and mystery fiction, Historical fiction","Pegasus Crime,","2017."
"Physical","Horizon","BOOK","2020","1","21","A New Year's reunion / Yu Li-Qiong ; illustrated by Zhu Cheng-Liang.","Yu, Li-Qiong, 1980-","Families China Fiction, Fathers and daughters Juvenile fiction, Chinese New Year Juvenile fiction","Candlewick Press,","2011."
"Digital","OverDrive","AUDIOBOOK","2020","1","5","Several Short Sentences about Writing (Unabridged)","Verlyn Klinkenborg","Language Arts, Nonfiction, Reference, Writing","Blackstone Audio, Inc.","2017"
"Digital","OverDrive","EBOOK","2020","1","1","Red Lamp","Mary Roberts Rinehart","Fiction, Mystery","Open Road Integrated Media","2018"
"Physical","Horizon","BOOK","2020","1","8","First day of school / Anne Rockwell ; pictures by Lizzy Rockwell.","Rockwell, Anne F.","First day of school Juvenile fiction, Schools Fiction","Harper,","[2011]"
"Physical","Horizon","BOOK","2020","1","2","The passion of Artemisia / Susan Vreeland.","Vreeland, Susan","Gentileschi Artemisia 1593 1652 or 1653 Fiction, Women painters Fiction, Italy Fiction, Biographical fiction, Historical fiction","Penguin Books,","2003."
"Physical","Horizon","SOUNDDISC","2020","1","2","Inside Dave Van Ronk / Dave Van Ronk.","Van Ronk, Dave","Folk songs English United States, Blues Music 1961 1970","Fantasy,","[1989]"
"Physical","Horizon","BOOK","2020","1","5","Ben 10. For science! / created by Man of Action ; written by C.B. Lee ; illustrated by Mattia di Meo ; colored by Eleonora Bruni ; lettered by Warren Montgomery.","Lee, C. B.","Ben 10 Fictitious character Comic books strips etc, Human alien encounters Comic books strips etc, Science Experiments Comic books strips etc, Cartoons and comics, Science fiction comics","Boom!,","2019."
"Physical","Horizon","BOOK","2020","1","2","Pomegranates & pine nuts : a stunning collection of Lebanese, Moroccan and Persian recipes / Bethany Kehdy","Kehdy, Bethany","Cooking Lebanese, Cooking Moroccan, Cooking Iranian","Duncan Baird Pub. ; Distributed in the USA by Sterling Publishing Co.,","2013."
"Digital","OverDrive","AUDIOBOOK","2020","1","3","Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II (unabridged) (Unabridged)","Robert Kurson","History, Military, Nonfiction","Books on Tape","2006"
"Digital","OverDrive","EBOOK","2020","1","1","The Four Guardians","Matt Laney","Fantasy, Juvenile Fiction","Houghton Mifflin Harcourt Trade and Reference","2019"
"Physical","Horizon","BOOK","2020","1","1","The secret of Black Rock / Joe Todd-Stanton.","Todd-Stanton, Joe","Rocks Juvenile fiction, Girls Juvenile fiction, Fishers Juvenile fiction, Fishing boats Juvenile fiction, Rescues Juvenile fiction, Saltwater fishing Juvenile fiction, Picture books","Flying Eye Books,","2017."
"Physical","Horizon","BOOK","2020","1","2","Naughty on ice / Maia Chance.","Chance, Maia","Women private investigators Fiction, Murder Investigation Fiction, Upper class Fiction, Vermont History 20th century Fiction, Detective and mystery fiction, Historical fiction","Minotaur Books,","2018."
"Physical","Horizon","BOOK","2020","1","2","Slow cooker revolution. Volume 2 : the easy prep edition / by the editors at America's Test Kitchen ; [photography by Keller + Keller ; additional photography, Stephen Klise, Carl Tremblay].",,"Cooking American, Electric cooking Slow","Americas Test Kitchen,","[2013]"
"Physical","Horizon","VIDEODISC","2020","1","1","Jericho / ITV Studios Global Entertainment ; producer, Lisa Osborne ; written by Steve Thompson, Chris Dunlop, and Caroline Henry ; directed by Paul Whittington, Robert McKillop, and David Moore.",,"Widows Drama, Communities Drama, Yorkshire England Drama, Historical television programs, Television series, Fiction television programs, Video recordings for the hearing impaired","[Place of publisher not identifited],","2016."
"Physical","Horizon","BOOK","2020","1","2","Pirate / Clive Cussler and Robin Burcell.","Cussler, Clive","Fargo Sam Fictitious character Fiction, Fargo Remi Fictitious character Fiction, Treasure troves Fiction, Man woman relationships Fiction, Archaeologists Fiction, Betrayal Fiction, Murder Fiction, Action and adventure fiction, Thrillers Fiction","G.P. Putnam's Sons,","[2016]"
"Digital","OverDrive","EBOOK","2020","1","9","The Monster of Elendhaven","Jennifer Giesbrecht","Fantasy, Fiction, Horror","Macmillan Publishers","2019"
"Digital","OverDrive","EBOOK","2020","1","2","Murder on a Summer's Day: Kate Shackleton Series, Book 5","Frances Brody","Fiction, Historical Fiction, Mystery","Macmillan Publishers","2016"
"Digital","OverDrive","EBOOK","2020","1","2","Ruin: Dark Tide II: Star Wars: The New Jedi Order Series, Book 3","Michael A. Stackpole","Fiction, Science Fiction, Thriller","Random House, Inc.","2008"
"Physical","Horizon","BOOK","2020","1","2","To see your face again : a novel / Eugenia Price.","Price, Eugenia","Savannah Ga Fiction, Historical fiction","Turner,","2013."
"Digital","OverDrive","AUDIOBOOK","2020","1","1","The Bone Tree: Penn Cage Series, Book 5 (unabridged) (Unabridged)","Greg Iles","Fiction, Suspense, Thriller","HarperCollins Publishers Inc.","2015"
"Physical","Horizon","VIDEODISC","2020","1","1","My little pony, friendship is magic. Season four / Hasbro Studios.",,"My Little Pony Trademark Juvenile drama, Ponies Juvenile drama, Friendship Juvenile drama, Television series, Childrens television programs, Animated television programs, Fiction television programs, Video recordings for the hearing impaired","Shout! Factory LLC,","2014."
"Physical","Horizon","BOOK","2020","1","1","The power of logical thinking : easy lessions in the art of reasoning-- and hard facts about its absence in our lives / by Marilyn vos Savant.","Vos Savant, Marilyn, 1946-","Logic, Logic Problems exercises etc, Critical thinking, Reasoning","St. Martin's Press,","1996."
"Physical","Horizon","BOOK","2020","1","1","Leap : leaving a job with no Plan B to find the career and life you really want / Tess Vigeland.","Vigeland, Tess","Career changes, Career development, Success in business","Harmony Books,","[2015]"
"Physical","Horizon","BOOK","2020","1","2","Guardians of the Galaxy. [Vol. 3] / adapted by Joe Caramagna ; animation art produced by Marvel Animation.","Caramagna, Joe","Guardians of the Galaxy Fictitious characters Comic books strips etc, Superheroes Comic books strips etc, Space flight Comic books strips etc, Extraterrestrial beings Comic books strips etc, Human alien encounters Comic books strips etc, Adventure and adventurers Comic books strips etc, Cartoons and comics, Superhero comic books strips etc, Science fiction comics, Superhero comics, Comics Graphic works, Graphic novels","Marvel Worldwide, Inc.,","[2016]"
"Digital","OverDrive","EBOOK","2020","1","2","The Great Divide: Nature and Human Nature in the Old World and the New","Peter Watson","History, Nonfiction","HarperCollins Publishers Inc.","2012"
