"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2020","1","1","The missing Matisse / Pierre H. Matisse.","Matisse, Pierre H., 1928-","Matisse Pierre H 1928, Matisse Henri 1869 1954 Family, Artists United States Biography, French Americans Biography, Christian biography United States, Autobiographies","Tyndale House Publishers, Inc.,","[2016]"
"Digital","OverDrive","EBOOK","2020","1","2","Dark Demon: Dark Series, Book 13","Christine Feehan","Fantasy, Fiction, Romance","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","SOUNDDISC","2020","1","2","All the way / Etta James.","James, Etta, 1938-2012","Popular music 2001 2010","RCA,","[2006]"
"Physical","Horizon","BOOK","2020","1","1","The legend of Lord Eight Deer : an epic of ancient Mexico / retold and illustrated by John M.D. Pohl.","Pohl, John M. D.","Mixtec Indians Folklore Juvenile literature, Mixtec Indians Kings and rulers Juvenile literature, Legends Mexico Juvenile literature, Indians of Mexico Folklore Juvenile literature, Folklore Mexico Juvenile literature","Oxford University Press,","[2002]"
"Physical","Horizon","VIDEODISC","2020","1","1","The Sweeney. The complete series two / an Euston Films production ; producer, Ted Childs ; written by Trevor Preston ... [and others] ; directed by Tom Clegg .. [and others].",,"Police England London Drama, Television cop shows","Fremantle Media Enterprises : Distributed by BFS Entertainment & Multimedia Ltd.,","[2010]"
"Digital","OverDrive","EBOOK","2020","1","1","The Real Housewives Tell It Like It Is","Bravo","Nonfiction, Performing Arts","Chronicle Books","2012"
"Digital","OverDrive","EBOOK","2020","1","1","December 6: A Novel","Martin Cruz Smith","Fiction, Literature, Thriller","Simon & Schuster, Inc.","2014"
"Physical","Horizon","VIDEODISC","2020","1","2","El apóstata = The apostate / Cinekdoque ; Ferdydurke ; con el apoyo de FONA, ACUY, Banco Republica, Fondos de Incentivo Cultural, Montevideo Socio Audiovisual, ICAA ; en coproducción con Local Films, La Vie Est Belle Films Associes ; con el apoyo de La Vertical, FiGa Films ; una idea original de Alvaro Ogalla, Federico Veiroj ; guión, Alvaro Ogalla [and others] ; dirección, Federico Veiroj. La vida útil = A useful life / Cinekdoque ; en coproducción con Mediapro y Versátil Cinema ; con el apoyo de Montevideo de Todos, Montevideo Socio Audiovisual, Hubert Bals Fund ; con la colaboración de ICAA, Catalan Films & TV, Institut Catala de les Industries Culturals ; finalizada con el premio Cine en Construccion ; dirección, Federico Veiroj ; guión, Federico Veiroj ... [and others] ; producción, Laura Gutman, Juan José López. Acné / Control Z Films ; en coproducción con Rizoma Films, Avalon Productions, Goliat Films, Morocha Films ; con el apoyo de MVD Socio Audiovisuel, Programa Ibermedia, INCAA, Television Española, ICAA, Global Film Initiative, INA ; productor ejecutivo, Fernando Epstein ; guión y dirección, Federico Veiroj.",,"Bachelors Drama, Faith Drama, Tutors and tutoring Drama, Motion picture theaters Drama, Unemployed Drama, Youth Drama, Teenage boys Drama, Uruguay Drama, Feature films, Comedy films, Fiction films, Coming of age films, Motion pictures Spanish","Breaking Glass Pictures,","[2016]"
"Physical","Horizon","VIDEODISC","2020","1","2","Alf. Season one / Alien Productions, Inc. ; producer, Paul Fusco ; directors, Tom Patchett ... [and others].",,"Life on other planets Drama, Families Drama, Television series, Television comedies, Science fiction television programs, Fiction television programs, Video recordings for the hearing impaired","Artisan Home Entertainment ; Distributed by Lions Gate Home Entertainment,","[2004]"
"Physical","Horizon","BOOK","2020","1","2","Sleeping giants / Sylvain Neuvel.","Neuvel, Sylvain, 1973-","Giants Fiction, Robots Fiction, Women physicists Fiction, Science fiction","Del Rey,","[2016]"
"Physical","Horizon","BOOK","2020","1","1","The Emoji code : the linguistics behind smiley faces and scaredy cats / Vyvyan Evans.","Evans, Vyvyan","Emoticons, Emoticons Social aspects, Language and culture","Picador,","[2017]"
"Physical","Horizon","BOOK","2020","1","5","Aaron has a lazy day / by P.D. Eastman.","Eastman, P. D. (Philip D.)","Ability Juvenile fiction, Alligators Juvenile fiction, Humorous stories","Random House,","[2015]"
"Digital","OverDrive","EBOOK","2020","1","2","The Rule of Four: A Novel","Ian Caldwell","Fiction, Historical Fiction, Thriller","Random House, Inc.","2015"
"Physical","Horizon","BOOK","2020","1","1","We : a manifesto for women everywhere / Gillian Anderson and Jennifer Nadel.","Anderson, Gillian, 1968-","Women Conduct of life, Women Psychology, Spiritual life, Self realization, Large type books","Thorndike Press, a part of Gale, Cengage Learning,","2017."
"Physical","Horizon","VIDEODISC","2020","1","1","Syria / produced by Pilot Film and TV Productions ; producer, Kristine Juergensen ; director, Stephen Lennhoff ; executive producer, Ian Cross.",,"Syria Description and travel, Damascus Syria Description and travel, Aleppo Syria Description and travel, Travelogues Television programs, Nonfiction films","DVD Masters,","[2010]"
"Physical","Horizon","BOOK","2020","1","1","Searching for Yellowstone : ecology and wonder in the last wilderness / Paul Schullery.","Schullery, Paul","Natural history Yellowstone National Park, Ecology Yellowstone National Park, Yellowstone National Park History, Yellowstone National Park Description and travel","Houghton Mifflin,","1997."
"Digital","OverDrive","EBOOK","2020","1","103","Sharp Objects: A Novel","Gillian Flynn","Fiction, Mystery, Suspense, Thriller","Random House, Inc.","2009"
"Physical","Horizon","BOOK","2020","1","4","The chosen ones / Scarlett Thomas.","Thomas, Scarlett","Books Juvenile fiction, Books and reading Juvenile fiction, Magic Juvenile fiction, Fantasy","Simon & Schuster Books for Young Readers,","[2018]"
"Physical","Horizon","SOUNDDISC","2020","1","1","Classic bluegrass from Smithsonian Folkways.",,"Bluegrass music","Smithsonian Folkways Recordings,","[2002]"
"Physical","Horizon","BOOK","2020","1","1","The Lonely Planet travel anthology / edited by Don George.",,"Voyages and travels, Travelers writings, Travel writing","Lonely Planet Publications,","2016."
"Physical","Horizon","BOOK","2020","1","2","Trailblazer : the story of ballerina Raven Wilkinson / by Leda Schubert ; illustrated by Theodore Taylor III ; with a foreword by Misty Copeland.","Schubert, Leda","Wilkinson Raven Juvenile literature, Ballet dancers United States Biography Juvenile literature, Ballerinas United States Biography Juvenile literature, African American dancers Biography Juvenile literature, Picture books, Biographies","Little Bee Books,","[2018]"
"Physical","Horizon","BOOK","2020","1","6","The devotion of suspect X / Keigo Higashino ; translated by Alexander O. Smith with Elye J. Alexander.","Higashino, Keigo, 1958-","Police Japan Tokyo Fiction, Japan Fiction, Mystery fiction","Minotaur Books,","2011."
"Physical","Horizon","SOUNDDISC","2020","1","2","Piano sonatas. Vol. 3 / Haydn.","Haydn, Joseph, 1732-1809","Sonatas Piano","Chandos,","[2011]"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","Anton Chekhov: A Life (unabridged) (Unabridged)","Donald Rayfield","Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.","2009"
"Physical","Horizon","BOOK","2020","1","1","Gifts differing : understanding personality type / Isabel Briggs Myers with Peter B. Myers.","Myers, Isabel Briggs","Typology Psychology, Myers Briggs Type Indicator","Davies-Black Pub.,","[1995]"
"Physical","Horizon","SOUNDDISC","2020","1","2","The definitive collection / ABBA.","ABBA (Musical group)","Popular music 1971 1980, Popular music 1981 1990","Polar Music/UTV Records,","[2001]"
"Physical","Horizon","BOOK","2020","1","1","Cool muscle cars / Jon M. Fishman.","Fishman, Jon M.","Muscle cars Juvenile literature, Muscle cars Design and construction Juvenile literature, Automobiles Juvenile literature, Muscle cars, Automobiles, Picture books, Instructional and educational works","Lerner Publications,","[2019]"
"Digital","OverDrive","EBOOK","2020","1","1","The Mask Carver's Son","Alyson Richman","Fiction, Historical Fiction, Literature","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","BOOK","2020","1","2","Citizens of London : the Americans who stood with Britain in its darkest, finest hour / Lynne Olson.","Olson, Lynne","Murrow Edward R, Harriman W Averell William Averell 1891 1986, Winant John G John Gilbert 1889 1947, Churchill Winston 1874 1965 Military leadership, World War 1939 1945 Diplomatic history, Alliances History 20th century, World War 1939 1945 United States, World War 1939 1945 Great Britain, Great Britain Foreign relations United States, United States Foreign relations Great Britain, Great Britain Military relations United States, United States Military relations Great Britain","Random House Trade Paperbacks,","2011."
"Physical","Horizon","BOOK","2020","1","5","The almost impossible thing / Basak Agaoglu.","Agaoglu, Basak","Rabbits Juvenile fiction, Teamwork Sports Juvenile fiction","Philomel Books,","[2017]"
"Digital","OverDrive","EBOOK","2020","1","3","Road Dogs","Elmore Leonard","Fiction, Mystery","HarperCollins Publishers Inc.","2009"
"Physical","Horizon","BOOK","2020","1","2","Master your diabetes : a comprehensive, integrative approach for both type 1 and type 2 diabetes / Dr. Mona Morstein, ND, DHANP.","Morstein, Mona, 1961-","Diabetes Alternative treatment, Non insulin dependent diabetes Alternative treatment, Diet therapy","Chelsea Green Publishing,","[2017]"
"Physical","Horizon","VIDEODISC","2020","1","1","Vampire Academy / The Weinstein Company ; Reliance Entertainment ; IM Global ; Kintop Pictures ; Studio G-10 ; in association with Preger Entertainment and Montford/Murphy Productions ; produced by Don Murphy and Susan Montford, Michael Preger, Deepak Nayar ; screenplay by Daniel Waters ; directed by Mark Waters.",,"Vampires Drama, Princesses Drama, High schools Drama, High school students Drama, Fiction films, Feature films, Vampire films, Fantasy films, Action and adventure films, Video recordings for the hearing impaired","Distributed by Anchor Bay Entertainment,","[2014]"
"Digital","OverDrive","EBOOK","2020","1","2","Cast in Flight","Michelle Sagara","Fantasy, Fiction, Mystery","Harlequin Enterprises, Ltd.","2016"
"Physical","Horizon","BOOK","2020","1","1","And his lovely wife : a memoir from the woman beside the man / Connie Schultz.","Schultz, Connie","Brown Sherrod 1952, Schultz Connie, United States Congress Senate Elections 2006, Political campaigns United States Case studies, Elections United States","Random House,","[2007]"
"Digital","OverDrive","EBOOK","2020","1","1","Sammy Keyes and the Hotel Thief: Sammy Keyes Series, Book 1","Wendelin Van Draanen","Humor (Fiction), Mystery, Young Adult Fiction","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2020","1","1","Capitalism in America : a history / Alan Greenspan and Adrian Wooldridge.","Greenspan, Alan, 1926-","Capitalism United States History, United States Economic conditions, United States Economic policy, Economic history, Large type books","Random House Large Print,","[2018]"
"Digital","OverDrive","AUDIOBOOK","2020","1","35","The 100-Year-Old Man Who Climbed Out the Window and Disappeared (Unabridged)","Jonas Jonasson","Fiction, Literature","Blackstone Audio, Inc.","2013"
"Physical","Horizon","BOOK","2020","1","3","Stormy weather / Paulette Jiles.","Jiles, Paulette, 1943-","Widows Texas Fiction, Petroleum workers Texas Fiction, Single mothers Texas Fiction, Mothers and daughters Fiction, Depressions 1929 Fiction, Texas History 20th century Fiction, Historical fiction","Harper Perennial,","2008."
"Physical","Horizon","BOOK","2020","1","1","Selected poems / Lord Byron ; edited with an introduction by Susan J. Wolfson and Peter J. Manning.","Byron, George Gordon Byron, Baron, 1788-1824","Byron George Gordon Byron Baron 1788 1824 Poetry, Byron George Gordon Byron Baron 1788 1824 Criticism and interpretation","Penguin Books,","2005."
"Physical","Horizon","BOOK","2020","1","1","Harlem Renaissance and beyond : literary biographies of 100 Black women writers, 1900-1945 / Lorraine Elena Roses, Ruth Elizabeth Randolph.","Roses, Lorraine Elena, 1943-","American literature African American authors Dictionaries, Authors American 20th century Biography Dictionaries, African American women authors Biography Dictionaries, Women and literature United States Dictionaries, American literature Women authors Dictionaries, American literature 20th century Dictionaries, African Americans in literature Dictionaries, Harlem Renaissance Dictionaries","G.K. Hall,","[1990]"
"Digital","OverDrive","EBOOK","2020","1","5","The Sea, The Sea","Iris Murdoch","Classic Literature, Fiction","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2020","1","2","Paper Panda's guide to papercutting / Paper Panda & friends.","Firchau, Louise","Paper work, Cut out craft","Search Press,","2017."
"Physical","Horizon","BOOK","2020","1","11","Good night, Planet : a Toon book / by Liniers.","Liniers, 1973-","Stuffed animals Toys Comic books strips etc, Mice Comic books strips etc, Night Comic books strips etc, Dogs Comic books strips etc, Cartoons and comics, Graphic novels","Toon Books, and imprint of Raw Junior, LLC,","[2017]"
"Physical","Horizon","BOOK","2020","1","2","The rules : the way of the cycling disciple / Velominati, Keepers of the Cog ; foreword by Greg LeMond.","Velominati (Bicyclists group)","Cycling Miscellanea","W. W. Norton & Company,","2014."
"Physical","Horizon","BOOK","2020","1","1","Self-healing with reiki : how to create wholeness, harmony & balance for body, mind & spirit / Penelope Quest.","Quest, Penelope","Reiki Healing system, Self care Health","Jeremy P. Tarcher/Penguin,","2012."
"Physical","Horizon","BOOK","2020","1","1","Texts from Mittens : a cat who has an unlimited data plan--and isn't afraid to use it / [Angie Bailey].","Bailey, Angie","Cats Humor, Text messaging Cell phone systems Humor","Harlequin,","c2015."
"Physical","Horizon","BOOK","2020","1","2","Dating by the book / Mary Ann Marlowe.","Marlowe, Mary Ann","Booksellers and bookselling Fiction, Man woman relationships Fiction, Bloggers Fiction, Book clubs Discussion groups Fiction, Romance fiction, Humorous fiction","Kensington Books,","2019."
"Physical","Horizon","BOOK","2020","1","1","The red badge of courage / Stephen Crane.","Crane, Stephen, 1871-1900","Chancellorsville Battle of Chancellorsville Va 1863 Fiction, Large type books, United States History Civil War 1861 1865 Fiction, Historical fiction, War fiction","G.K. Hall,","[2001]"
